0	chr10	103644877	103645787	.
1	chr10	103768138	103769017	.
2	chr10	103845765	103846490	.
3	chr10	110867293	110868176	.
4	chr10	127906636	127907490	.
5	chr10	128050676	128051462	.
6	chr10	128064367	128065269	.
7	chr10	133292896	133293735	.
8	chr10	133305512	133306373	.
9	chr10	17805709	17806414	.
10	chr10	17851380	17852268	.
11	chr10	18418353	18419228	.
12	chr10	33334798	33335668	.
13	chr10	33355000	33355904	.
14	chr10	33365555	33366458	.
15	chr10	44967858	44968704	.
16	chr10	44974641	44975542	.
17	chr10	44978454	44979319	.
18	chr10	71233673	71234535	.
19	chr10	71244395	71245165	.
20	chr10	7184506	7185268	.
21	chr10	7337153	7338037	.
22	chr10	73894197	73895106	.
23	chr10	73906301	73907109	.
24	chr10	87635507	87636389	.
25	chr10	87740015	87740848	.
26	chr10	89296155	89296828	.
27	chr10	89888407	89889306	.
28	chr10	90775070	90775978	.
29	chr10	90847160	90848062	.
30	chr10	90857524	90858402	.
31	chr10	90859293	90860080	.
32	chr10	90871498	90872311	.
33	chr10	93313541	93314433	.
34	chr10	93390410	93391308	.
35	chr10	93412800	93413764	.
36	chr10	93427194	93428107	.
37	chr10	93482299	93483238	.
38	chr10	93496077	93496964	.
39	chr10	95697135	95698030	.
40	chr10	95757797	95758591	.
41	chr11	117950959	117951841	.
42	chr11	117985862	117986762	.
43	chr11	118213958	118214871	.
44	chr11	118224563	118225399	.
45	chr11	118228196	118228865	.
46	chr11	118240592	118241654	.
47	chr11	119172185	119173077	.
48	chr11	12124470	12125370	.
49	chr11	12126304	12127199	.
50	chr11	12159201	12160112	.
51	chr11	12166814	12167716	.
52	chr11	2526732	2527604	.
53	chr11	2778362	2779280	.
54	chr11	47980407	47981194	.
55	chr11	48031734	48032620	.
56	chr11	48080883	48081779	.
57	chr11	58573250	58574158	.
58	chr11	58575310	58576190	.
59	chr11	58578572	58579414	.
60	chr11	58579552	58580223	.
61	chr11	59212594	59213432	.
62	chr11	59216500	59217403	.
63	chr11	60182470	60183343	.
64	chr11	60185058	60185919	.
65	chr11	60280133	60281045	.
66	chr11	60378051	60378925	.
67	chr11	60389258	60390122	.
68	chr11	60951939	60952727	.
69	chr11	62444049	62444890	.
70	chr11	62497002	62497886	.
71	chr11	62502768	62503628	.
72	chr11	62545181	62546116	.
73	chr11	62553017	62553921	.
74	chr11	62591316	62592181	.
75	chr11	6617841	6618622	.
76	chr11	6646673	6647566	.
77	chr11	73217930	73218866	.
78	chr11	73271802	73272720	.
79	chr11	73289135	73289993	.
80	chr11	73295163	73296060	.
81	chr11	8603784	8604666	.
82	chr11	86688120	86688960	.
83	chr11	96155658	96156459	.
84	chr11	96156818	96157703	.
85	chr11	96212180	96213086	.
86	chr11	96230472	96231340	.
87	chr11	96338960	96339846	.
88	chr11	96389498	96390406	.
89	chr12	100567020	100567866	.
90	chr12	100573235	100574099	.
91	chr12	100608501	100609408	.
92	chr12	10128426	10129320	.
93	chr12	10153156	10154030	.
94	chr12	10167376	10168278	.
95	chr12	104957902	104958829	.
96	chr12	107329679	107330428	.
97	chr12	108305426	108306220	.
98	chr12	108306861	108307727	.
99	chr12	108313454	108314340	.
100	chr12	108332756	108333650	.
101	chr12	108367200	108368083	.
102	chr12	110661228	110662148	.
103	chr12	110689130	110689977	.
104	chr12	113135544	113136374	.
105	chr12	113142320	113143205	.
106	chr12	113152862	113153727	.
107	chr12	113174172	113175036	.
108	chr12	113214652	113215526	.
109	chr12	113271599	113272493	.
110	chr12	13165302	13166223	.
111	chr12	13173275	13174181	.
112	chr12	13179392	13180247	.
113	chr12	13196189	13197101	.
114	chr12	15700294	15701186	.
115	chr12	15757567	15758484	.
116	chr12	15863728	15864610	.
117	chr12	29241828	29242667	.
118	chr12	40224453	40225350	.
119	chr12	51393925	51394709	.
120	chr12	53205504	53206399	.
121	chr12	53217033	53217902	.
122	chr12	54304017	54304933	.
123	chr12	55642097	55642955	.
124	chr12	55645934	55646836	.
125	chr12	55650461	55651355	.
126	chr12	55707287	55708142	.
127	chr12	55715797	55716737	.
128	chr12	55738195	55739011	.
129	chr12	55742872	55743727	.
130	chr12	57087019	57087824	.
131	chr12	57109989	57110753	.
132	chr12	57111093	57111734	.
133	chr12	57111881	57112706	.
134	chr12	57118663	57119567	.
135	chr12	57127916	57128699	.
136	chr12	57129588	57130429	.
137	chr12	6167531	6168388	.
138	chr12	6182046	6182919	.
139	chr12	6199883	6200745	.
140	chr12	63843555	63844455	.
141	chr12	64088140	64089025	.
142	chr12	6789063	6789953	.
143	chr12	69007066	69007912	.
144	chr12	69359613	69360437	.
145	chr12	7512327	7513236	.
146	chr12	75480411	75481221	.
147	chr12	7958368	7959178	.
148	chr12	94174366	94175227	.
149	chr12	94180343	94181248	.
150	chr13	28031250	28032148	.
151	chr13	30735031	30735922	.
152	chr13	33123213	33124056	.
153	chr13	33349815	33350695	.
154	chr13	33353022	33353920	.
155	chr13	33363056	33363959	.
156	chr13	40629587	40630452	.
157	chr13	40638836	40639730	.
158	chr13	41456954	41457864	.
159	chr13	41463227	41463765	.
160	chr13	42048697	42049551	.
161	chr13	43830354	43831252	.
162	chr13	48500465	48501380	.
163	chr13	48532382	48533302	.
164	chr13	48578833	48579629	.
165	chr13	99303687	99304546	.
166	chr13	99307254	99307983	.
167	chr13	99310032	99310916	.
168	chr13	99312239	99313122	.
169	chr13	99320453	99321393	.
170	chr13	99322012	99322861	.
171	chr13	99356013	99356907	.
172	chr14	105908260	105909152	.
173	chr14	22789929	22790836	.
174	chr14	22815429	22816291	.
175	chr14	22829492	22830359	.
176	chr14	22838456	22839241	.
177	chr14	22848183	22849005	.
178	chr14	49971105	49971808	.
179	chr14	49976882	49977807	.
180	chr14	50000461	50001192	.
181	chr14	50038223	50039121	.
182	chr14	50062665	50063270	.
183	chr14	50064739	50065622	.
184	chr14	55101905	55102773	.
185	chr14	55107645	55108506	.
186	chr14	55125148	55126037	.
187	chr14	55129017	55129801	.
188	chr14	68792832	68793767	.
189	chr14	75276762	75277638	.
190	chr14	75542401	75543301	.
191	chr14	75578327	75578654	.
192	chr14	75605001	75605913	.
193	chr14	75614951	75615846	.
194	chr14	75660638	75661551	.
195	chr14	81401480	81401993	.
196	chr14	81415935	81416810	.
197	chr14	81436058	81436856	.
198	chr14	90630140	90631031	.
199	chr14	90675186	90676016	.
200	chr14	92704078	92704962	.
201	chr14	92748195	92749054	.
202	chr14	92785573	92786485	.
203	chr14	92793730	92794639	.
204	chr14	94392257	94393157	.
205	chr14	94394327	94395237	.
206	chr14	95265240	95266135	.
207	chr14	95313569	95314428	.
208	chr14	95314730	95315307	.
209	chr15	101320359	101321268	.
210	chr15	101451111	101452011	.
211	chr15	25761715	25762615	.
212	chr15	25793137	25794024	.
213	chr15	25850194	25851093	.
214	chr15	25860510	25861343	.
215	chr15	32908184	32909057	.
216	chr15	33067961	33068700	.
217	chr15	50134408	50135304	.
218	chr15	51629341	51630238	.
219	chr15	51646956	51647872	.
220	chr15	59273882	59274784	.
221	chr15	59300042	59300937	.
222	chr15	59372424	59373142	.
223	chr15	59399211	59400076	.
224	chr15	60397696	60398500	.
225	chr15	78944618	78945518	.
226	chr15	78976699	78977638	.
227	chr15	78988292	78989196	.
228	chr15	89814674	89815552	.
229	chr15	89825043	89825961	.
230	chr15	89851276	89852180	.
231	chr16	10828640	10829512	.
232	chr16	10846403	10847291	.
233	chr16	10862204	10863107	.
234	chr16	10886658	10887565	.
235	chr16	11994463	11995374	.
236	chr16	21650246	21651145	.
237	chr16	27367333	27367965	.
238	chr16	27383544	27384422	.
239	chr16	27426336	27427010	.
240	chr16	29805325	29806438	.
241	chr16	31215246	31215952	.
242	chr16	31253381	31254267	.
243	chr16	31352067	31352951	.
244	chr16	31354480	31355262	.
245	chr16	31367629	31368542	.
246	chr16	55480192	55481010	.
247	chr16	57807878	57808780	.
248	chr16	57816042	57816955	.
249	chr16	57893629	57894556	.
250	chr16	72787220	72788092	.
251	chr16	72853393	72854263	.
252	chr16	72931407	72932319	.
253	chr16	73068506	73069368	.
254	chr16	73085846	73086744	.
255	chr16	73126026	73126773	.
256	chr16	85898563	85899434	.
257	chr16	85908345	85909165	.
258	chr17	10033772	10034676	.
259	chr17	10062581	10063277	.
260	chr17	10063526	10064404	.
261	chr17	10149823	10150724	.
262	chr17	10151786	10152679	.
263	chr17	10156619	10157535	.
264	chr17	1039349	1040168	.
265	chr17	1111118	1111940	.
266	chr17	1114826	1115743	.
267	chr17	1179581	1180515	.
268	chr17	1203011	1203878	.
269	chr17	1229292	1230182	.
270	chr17	1253475	1254382	.
271	chr17	1258930	1259801	.
272	chr17	1267791	1268732	.
273	chr17	15235984	15236887	.
274	chr17	15262315	15263076	.
275	chr17	1577009	1577844	.
276	chr17	1590023	1590735	.
277	chr17	1607039	1607949	.
278	chr17	30952708	30953553	.
279	chr17	34242365	34243275	.
280	chr17	34246181	34247089	.
281	chr17	35254072	35254982	.
282	chr17	4433341	4434262	.
283	chr17	44344847	44345663	.
284	chr17	44347988	44348823	.
285	chr17	56960547	56961415	.
286	chr17	64448621	64449501	.
287	chr17	66302107	66302979	.
288	chr17	66459569	66460470	.
289	chr17	66468565	66469289	.
290	chr17	68237296	68238220	.
291	chr17	68312307	68313206	.
292	chr17	68346206	68347111	.
293	chr17	7093999	7094873	.
294	chr17	7114618	7115538	.
295	chr17	7121290	7121750	.
296	chr17	7131725	7132319	.
297	chr17	7132694	7133279	.
298	chr17	74712625	74713534	.
299	chr17	75297105	75297991	.
300	chr17	75313712	75314544	.
301	chr17	7552496	7553390	.
302	chr17	7579071	7579994	.
303	chr17	80219251	80220085	.
304	chr17	82204759	82205511	.
305	chr17	82217595	82218333	.
306	chr17	8806666	8807538	.
307	chr17	8916020	8916848	.
308	chr17	8922283	8923128	.
309	chr17	8966844	8967572	.
310	chr17	9002766	9003609	.
311	chr18	23528452	23529283	.
312	chr18	23540609	23541460	.
313	chr18	23579012	23579894	.
314	chr18	2846651	2847501	.
315	chr18	2898031	2898897	.
316	chr18	34493318	34494164	.
317	chr18	34860259	34861147	.
318	chr18	5466019	5466919	.
319	chr18	54776013	54776916	.
320	chr18	5515198	5516092	.
321	chr18	5543594	5544236	.
322	chr18	5628414	5629231	.
323	chr18	5629655	5630224	.
324	chr18	58657856	58658753	.
325	chr18	58670934	58671821	.
326	chr18	58863167	58864113	.
327	chr18	58887282	58888147	.
328	chr18	58937003	58937886	.
329	chr18	62288343	62289244	.
330	chr18	62329441	62330304	.
331	chr18	62815130	62815980	.
332	chr18	76491123	76491926	.
333	chr18	76518475	76519161	.
334	chr18	800907	801809	.
335	chr18	9707859	9708733	.
336	chr18	9711261	9712072	.
337	chr18	9743270	9744139	.
338	chr18	9755443	9756293	.
339	chr18	9771100	9772000	.
340	chr18	9825321	9826226	.
341	chr18	9827953	9828858	.
342	chr19	10238026	10238876	.
343	chr19	10249818	10250683	.
344	chr19	10269469	10270068	.
345	chr19	10270176	10270643	.
346	chr19	10270911	10271363	.
347	chr19	10403249	10404054	.
348	chr19	10408571	10409487	.
349	chr19	10416333	10417248	.
350	chr19	10419529	10420308	.
351	chr19	10425165	10425957	.
352	chr19	10427856	10428771	.
353	chr19	10431767	10432691	.
354	chr19	10460854	10461776	.
355	chr19	11578211	11579149	.
356	chr19	11583678	11584587	.
357	chr19	12757334	12758242	.
358	chr19	12786075	12786814	.
359	chr19	18167888	18168793	.
360	chr19	18173234	18174085	.
361	chr19	35740300	35741168	.
362	chr19	35757660	35758520	.
363	chr19	35909066	35909952	.
364	chr19	41328691	41329366	.
365	chr19	42121435	42122268	.
366	chr19	42129210	42130101	.
367	chr19	42185171	42185958	.
368	chr19	42199401	42200162	.
369	chr19	42201486	42202315	.
370	chr19	43669937	43670718	.
371	chr19	43674353	43675256	.
372	chr19	43701055	43701917	.
373	chr19	4559379	4560255	.
374	chr19	4561871	4562757	.
375	chr19	4563365	4564239	.
376	chr19	4567321	4568233	.
377	chr19	4575706	4576538	.
378	chr19	4593334	4594181	.
379	chr19	4597737	4598631	.
380	chr19	49469990	49470871	.
381	chr19	49478522	49479426	.
