,Gene,Peak,tss_dist,pRegion,tts_dist,gBody,L,L.p_value,L.FDR,gene.pct,peak.pct
0,ENSG00000186827,chr1:1212688-1213513,1053.0,0,-1760.0,1,0.009931122,,,0.04488510752327996,0.09841227306223621
1,ENSG00000186827,chr1:1231665-1232588,-17973.0,0,-20786.0,0,-0.0024602264,,,0.04488510752327996,0.28552287800629733
2,ENSG00000186827,chr1:1246352-1247194,-32620.0,0,-35433.0,0,-0.0031259381,,,0.04488510752327996,0.03751591076572654
3,ENSG00000186827,chr1:1247634-1248482,-33905.0,0,-36718.0,0,0.0019095212,,,0.04488510752327996,0.01339853955918805
4,ENSG00000186827,chr1:1250110-1250828,-36316.0,0,-39129.0,0,-0.0013521077,,,0.04488510752327996,0.015274335097474376
5,ENSG00000186827,chr1:1259766-1260656,-46058.0,0,-48871.0,0,0.0013044749,,,0.04488510752327996,0.01105379513633014
6,ENSG00000186891,chr1:1206129-1206861,97.0,0,-2987.0,1,0.0039632707,,,0.057211763917732965,0.035104173645072685
7,ENSG00000186891,chr1:1207892-1208590,-1649.0,1,-4733.0,0,0.007842202,,,0.057211763917732965,0.05520198298385476
8,ENSG00000186891,chr1:1208717-1209426,-2479.0,0,-5563.0,0,0.012004719,,,0.057211763917732965,0.053862129027935954
9,ENSG00000186891,chr1:1231665-1232588,-25534.0,0,-28618.0,0,-0.007769116,,,0.057211763917732965,0.28552287800629733
10,ENSG00000186891,chr1:1246352-1247194,-40181.0,0,-43265.0,0,-0.0055396864,,,0.057211763917732965,0.03751591076572654
11,ENSG00000186891,chr1:1247634-1248482,-41466.0,0,-44550.0,0,-0.0015768077,,,0.057211763917732965,0.01339853955918805
12,ENSG00000186891,chr1:1250110-1250828,-43877.0,0,-46961.0,0,-0.0029216465,,,0.057211763917732965,0.015274335097474376
13,ENSG00000234396,chr1:2174058-2174964,-38012.0,0,-46227.0,0,-0.00028555756,,,0.0016748174448985062,0.029610772425805586
14,ENSG00000234396,chr1:2189228-2190103,-22858.0,0,-31073.0,0,0.00022178455,,,0.0016748174448985062,0.10263281302338045
15,ENSG00000234396,chr1:2194620-2195443,-17492.0,0,-25707.0,0,0.0010350074,,,0.0016748174448985062,0.2596636966570644
16,ENSG00000234396,chr1:2198945-2199861,-13120.0,0,-21335.0,0,0.0012918136,,,0.0016748174448985062,0.15388222683727473
17,ENSG00000234396,chr1:2204678-2205624,-7372.0,0,-15587.0,0,0.0005212219,,,0.0016748174448985062,0.34514637904468415
18,ENSG00000234396,chr1:2212386-2213253,296.0,0,-7919.0,1,0.001081237,,,0.0016748174448985062,0.08166409861325115
19,ENSG00000142611,chr1:3069467-3070367,749.0,0,-368704.0,1,0.0088527845,,,0.06638976351577679,0.0888993099752127
20,ENSG00000142611,chr1:3078522-3079319,9752.0,0,-359701.0,1,0.011395272,,,0.06638976351577679,0.02793595498090708
21,ENSG00000142611,chr1:3093630-3094534,24914.0,0,-344539.0,1,0.014989923,,,0.06638976351577679,0.045756012594627186
22,ENSG00000142611,chr1:3096093-3096979,27368.0,0,-342085.0,1,0.0058136806,,,0.06638976351577679,0.018623969987271387
23,ENSG00000142611,chr1:3102362-3103243,33634.0,0,-335819.0,1,0.021986315,,,0.06638976351577679,0.013264554163596167
24,ENSG00000142611,chr1:3134940-3135862,66233.0,0,-303220.0,1,0.0065713273,,,0.06638976351577679,0.020298787432169892
25,ENSG00000142611,chr1:3154937-3155853,86227.0,0,-283226.0,1,0.0031461148,,,0.06638976351577679,0.01942788236082267
26,ENSG00000142611,chr1:3156473-3157328,87732.0,0,-281721.0,1,0.010566369,,,0.06638976351577679,0.012460641790044885
27,ENSG00000142611,chr1:3158891-3159793,90174.0,0,-279279.0,1,-0.0056900047,,,0.06638976351577679,0.011924700207677363
28,ENSG00000142611,chr1:3160758-3161618,92020.0,0,-277433.0,1,0.013693021,,,0.06638976351577679,0.016212232866617538
29,ENSG00000142611,chr1:3170503-3171308,101737.0,0,-267716.0,1,0.0065800287,,,0.06638976351577679,0.13056876800428754
30,ENSG00000142611,chr1:3173306-3174099,104534.0,0,-264919.0,1,0.008003297,,,0.06638976351577679,0.02431834929992631
31,ENSG00000142611,chr1:3174576-3175506,105873.0,0,-263580.0,1,-0.0044044144,,,0.06638976351577679,0.039525691699604744
32,ENSG00000142611,chr1:3180214-3181026,111452.0,0,-258001.0,1,0.000594466,,,0.06638976351577679,0.010048904669391037
33,ENSG00000142611,chr1:3181744-3182634,113021.0,0,-256432.0,1,0.021719618,,,0.06638976351577679,0.05272325316540497
34,ENSG00000142611,chr1:3183184-3184022,114435.0,0,-255018.0,1,0.026482243,,,0.06638976351577679,0.03758290346352248
35,ENSG00000142611,chr1:3188494-3189341,119749.0,0,-249704.0,1,0.020174786,,,0.06638976351577679,0.01661418905339318
36,ENSG00000142611,chr1:3206940-3207827,138215.0,0,-231238.0,1,0.0069923834,,,0.06638976351577679,0.014068466537147451
37,ENSG00000142611,chr1:3221982-3222901,153273.0,0,-216180.0,1,0.037583638,,,0.06638976351577679,0.0789173980036176
38,ENSG00000142611,chr1:3247203-3248110,178488.0,0,-190965.0,1,0.008541238,,,0.06638976351577679,0.014671400817310913
39,ENSG00000142611,chr1:3250830-3251677,182085.0,0,-187368.0,1,-0.0057368097,,,0.06638976351577679,0.01848998459167951
40,ENSG00000142611,chr1:3270556-3271464,201842.0,0,-167611.0,1,-0.00427322,,,0.06638976351577679,0.011589736718697662
41,ENSG00000142611,chr1:3283694-3284579,214968.0,0,-154485.0,1,0.004792768,,,0.06638976351577679,0.02204059757486434
42,ENSG00000142611,chr1:3312834-3313738,244118.0,0,-125335.0,1,-0.0051225186,,,0.06638976351577679,0.09204796677162189
43,ENSG00000142611,chr1:3316369-3317237,247635.0,0,-121818.0,1,-0.0036348004,,,0.06638976351577679,0.02793595498090708
44,ENSG00000142611,chr1:3319668-3320528,250930.0,0,-118523.0,1,-0.0016727244,,,0.06638976351577679,0.054934012192671
45,ENSG00000142611,chr1:3320785-3321479,251964.0,0,-117489.0,1,0.020386511,,,0.06638976351577679,0.018088028404903866
46,ENSG00000142611,chr1:3321957-3322800,253210.0,0,-116243.0,1,0.016065825,,,0.06638976351577679,0.020901721712333357
47,ENSG00000142611,chr1:3323117-3323932,254356.0,0,-115097.0,1,0.010566594,,,0.06638976351577679,0.014805386212902793
48,ENSG00000142611,chr1:3327815-3328705,259092.0,0,-110361.0,1,-0.013955784,,,0.06638976351577679,0.026395122931600457
49,ENSG00000142611,chr1:3330543-3331413,261810.0,0,-107643.0,1,-0.0045297816,,,0.06638976351577679,0.01413545923494339
50,ENSG00000142611,chr1:3338159-3339018,269420.0,0,-100033.0,1,-0.0009954858,,,0.06638976351577679,0.01118778053192202
51,ENSG00000142611,chr1:3349413-3350284,280680.0,0,-88773.0,1,0.0015323578,,,0.06638976351577679,0.010852817042942319
52,ENSG00000142611,chr1:3364275-3365125,295532.0,0,-73921.0,1,0.009021035,,,0.06638976351577679,0.010115897367186977
53,ENSG00000142611,chr1:3365289-3366186,296569.0,0,-72884.0,1,0.021801231,,,0.06638976351577679,0.01688215984457694
54,ENSG00000142611,chr1:3372043-3372958,303332.0,0,-66121.0,1,0.0053261938,,,0.06638976351577679,0.013599517652575869
55,ENSG00000142611,chr1:3381720-3382563,312973.0,0,-56480.0,1,0.012358489,,,0.06638976351577679,0.01688215984457694
56,ENSG00000142611,chr1:3393465-3394344,324736.0,0,-44717.0,1,0.017840315,,,0.06638976351577679,0.02498827627788571
57,ENSG00000142611,chr1:3409839-3410715,341109.0,0,-28344.0,1,0.0069512543,,,0.06638976351577679,0.010651838949554498
58,ENSG00000142611,chr1:3423061-3423857,354291.0,0,-15162.0,1,0.021075366,,,0.06638976351577679,0.018422991893883568
59,ENSG00000142611,chr1:3424408-3425318,355695.0,0,-13758.0,1,0.0030553853,,,0.06638976351577679,0.03617605680980773
60,ENSG00000142611,chr1:3430973-3431864,362250.0,0,-7203.0,1,-0.0012036882,,,0.06638976351577679,0.015073357004086555
61,ENSG00000171621,chr1:9242994-9243418,-49688.0,0,-126326.0,0,-0.0026804346,,,0.017619079520332284,0.011589736718697662
62,ENSG00000171621,chr1:9244333-9245241,-48107.0,0,-124745.0,0,-0.0017171535,,,0.017619079520332284,0.029744757821397468
63,ENSG00000171621,chr1:9249734-9250621,-42717.0,0,-119355.0,0,-0.0020397648,,,0.017619079520332284,0.029409794332417766
64,ENSG00000171621,chr1:9266820-9267723,-25623.0,0,-102261.0,0,-0.0010301507,,,0.017619079520332284,0.0607623769009178
65,ENSG00000171621,chr1:9275231-9276146,-17206.0,0,-93844.0,0,-0.00055381726,,,0.017619079520332284,0.023179473437395324
66,ENSG00000171621,chr1:9280171-9281059,-12279.0,0,-88917.0,0,-8.5263455e-05,,,0.017619079520332284,0.028404903865478663
67,ENSG00000171621,chr1:9288736-9289525,-3764.0,0,-80402.0,0,-0.002095871,,,0.017619079520332284,0.01634621826220942
68,ENSG00000171621,chr1:9289950-9290748,-2545.0,0,-79183.0,0,-0.001411203,,,0.017619079520332284,0.023112480739599383
69,ENSG00000171621,chr1:9292462-9293321,-3.0,1,-76641.0,0,0.0024665466,,,0.017619079520332284,0.10812621424264755
70,ENSG00000171621,chr1:9300218-9301084,7757.0,0,-68881.0,1,-0.0019682173,,,0.017619079520332284,0.02954377972800965
71,ENSG00000171621,chr1:9315576-9316417,23102.0,0,-53536.0,1,0.00082328124,,,0.017619079520332284,0.014269444630535272
72,ENSG00000171621,chr1:9317553-9318467,25116.0,0,-51522.0,1,0.0076161847,,,0.017619079520332284,0.01969585315200643
73,ENSG00000171621,chr1:9332604-9333513,40164.0,0,-36474.0,1,-7.219554e-05,,,0.017619079520332284,0.01393448114155557
74,ENSG00000171621,chr1:9340620-9341497,48164.0,0,-28474.0,1,-0.00064889604,,,0.017619079520332284,0.010115897367186977
75,ENSG00000171621,chr1:9362314-9363199,69862.0,0,-6776.0,1,0.0018713144,,,0.017619079520332284,0.021370670596904937
76,ENSG00000142583,chr1:9064054-9064988,23957.0,0,-29415.0,1,0.02904704,,,0.1276880819990621,0.02545722516245729
77,ENSG00000142583,chr1:9066941-9067847,21084.0,0,-32288.0,1,0.024354465,,,0.1276880819990621,0.023849400415354726
78,ENSG00000142583,chr1:9069264-9070159,18767.0,0,-34605.0,1,0.040723708,,,0.1276880819990621,0.05707777852214109
79,ENSG00000142583,chr1:9073190-9074040,14863.0,0,-38509.0,1,0.010300215,,,0.1276880819990621,0.010450860856166679
80,ENSG00000142583,chr1:9074729-9075558,13335.0,0,-40037.0,1,0.01769035,,,0.1276880819990621,0.02760099149192738
81,ENSG00000142583,chr1:9076015-9076840,12051.0,0,-41321.0,1,0.0041752527,,,0.1276880819990621,0.03054867019494875
82,ENSG00000142583,chr1:9077832-9078668,10228.0,0,-43144.0,1,0.01341835,,,0.1276880819990621,0.016815167146781
83,ENSG00000142583,chr1:9082981-9083810,5083.0,0,-48289.0,1,0.036837913,,,0.1276880819990621,0.043478260869565216
84,ENSG00000142583,chr1:9084757-9085523,3338.0,0,-50034.0,1,0.012194272,,,0.1276880819990621,0.020432772827761774
85,ENSG00000142583,chr1:9093675-9094509,-5614.0,0,-58986.0,0,0.047212083,,,0.1276880819990621,0.05185234809405775
86,ENSG00000142583,chr1:9101285-9102171,-13250.0,0,-66622.0,0,0.010771822,,,0.1276880819990621,0.030950626381724394
87,ENSG00000142583,chr1:9110523-9111420,-22493.0,0,-75865.0,0,0.005232324,,,0.1276880819990621,0.048502713204260736
88,ENSG00000142583,chr1:9120043-9120903,-31995.0,0,-85367.0,0,0.016888838,,,0.1276880819990621,0.012661619883432706
89,ENSG00000142583,chr1:9128818-9129751,-40806.0,0,-94178.0,0,0.008725829,,,0.1276880819990621,0.2355463254505259
90,ENSG00000142583,chr1:9135165-9136058,-47133.0,0,-100505.0,0,0.022852968,,,0.1276880819990621,0.022978495344007505
91,ENSG00000234546,chr1:9135165-9136058,-46393.0,0,-60673.0,0,0.0005314014,,,0.004421518054532056,0.022978495344007505
92,ENSG00000234546,chr1:9141975-9142782,-39626.0,0,-53906.0,0,8.078411e-05,,,0.004421518054532056,0.03302740001339854
93,ENSG00000234546,chr1:9143149-9143973,-38443.0,0,-52723.0,0,0.0016099262,,,0.004421518054532056,0.03007972131037717
94,ENSG00000234546,chr1:9181072-9181920,-508.0,1,-14788.0,0,0.001098429,,,0.004421518054532056,0.039056742815033164
95,ENSG00000234546,chr1:9182847-9183399,1119.0,0,-13161.0,1,5.0315422e-05,,,0.004421518054532056,0.02485429088229383
96,ENSG00000175262,chr1:10960739-10961654,20841.0,0,-14725.0,1,-0.0002682628,,,0.0030816640986132513,0.05520198298385476
97,ENSG00000175262,chr1:10962340-10963148,19293.0,0,-16273.0,1,0.00015316943,,,0.0030816640986132513,0.012460641790044885
98,ENSG00000175262,chr1:10965364-10966052,16329.0,0,-19237.0,1,0.000118006436,,,0.0030816640986132513,0.07061030347692102
99,ENSG00000175262,chr1:10979975-10980719,1690.0,0,-33876.0,1,0.0002689957,,,0.0030816640986132513,0.011723722114289542
100,ENSG00000175262,chr1:10994313-10995226,-12732.0,0,-48298.0,0,-0.00085430447,,,0.0030816640986132513,0.01078582434514638
101,ENSG00000175262,chr1:11012125-11012903,-30477.0,0,-66043.0,0,0.00095885416,,,0.0030816640986132513,0.2447243250485697
102,ENSG00000197921,chr1:2528849-2529772,953.0,0,-565.0,1,0.003437017,,,0.004019561867756415,0.05500100489046694
103,ENSG00000197921,chr1:2539078-2539974,-9263.0,0,-10781.0,0,0.0012054272,,,0.004019561867756415,0.02485429088229383
104,ENSG00000197921,chr1:2543519-2544193,-13593.0,0,-15111.0,0,0.004480133,,,0.004019561867756415,0.03831982313927782
105,ENSG00000197921,chr1:2545846-2546662,-15991.0,0,-17509.0,0,0.0035734852,,,0.004019561867756415,0.19635559723990084
